"counterbalance_group","counterbalance_remaining","consent_started","consent_stopped","key_resp_7_keys","key_resp_7_rt","key_resp_7_duration","age","gender","date","exp_name","psychopy_version","os","frame_rate","instructions_started","instructions_stopped","key_resp_2_keys","key_resp_2_rt","key_resp_2_duration","instructions_2_started","instructions_2_stopped","key_resp_4_keys","key_resp_4_rt","key_resp_4_duration","trial_started","key_resp_actual","trial_stopped","correct","approach","friendly","block","key_resp_keys","feedback_started","feedback_stopped","cue_started","cue_stopped","intertrial_interval_started","intertrial_interval_stopped","trials_this_rep_n","trials_this_trial_n","trials_this_n","trials_this_index","trials_ran","alien_stim","category","block_feedback_started","block_feedback_stopped","key_resp_3_keys","key_resp_3_rt","key_resp_3_duration"
"B",NA,0.607,252.385,"space",251.631,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,252.386,271.923,"space",19.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,271.924,286.93,"space",14.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.966,"[""left""]",291.55,0,FALSE,1,1,NA,291.552,292.748,292.748,294.55,294.551,295.551,0,0,0,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.552,"[""down""]",299.001,1,TRUE,1,1,NA,299.002,300.201,300.201,302.004,302.004,303.004,0,1,1,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.005,"[""right""]",306.871,1,FALSE,0,1,NA,306.873,308.073,308.074,309.873,309.873,310.874,0,2,2,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.876,"[""up""]",314.342,1,TRUE,1,1,NA,314.344,315.535,315.536,317.344,317.344,318.345,0,3,3,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.346,"[""right""]",320.581,0,FALSE,1,1,NA,320.581,321.779,321.78,323.58,323.58,324.581,0,4,4,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.582,"[""down""]",326.951,0,FALSE,1,1,NA,326.952,328.15,328.15,329.949,329.949,330.95,0,5,5,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.952,"[""left""]",333.453,0,FALSE,1,1,NA,333.454,334.652,334.652,336.453,336.453,337.453,0,6,6,15,1,"resources/F8Mdh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.455,"[""up""]",339.603,0,FALSE,1,1,NA,339.604,340.804,340.804,342.606,342.606,343.605,0,7,7,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.607,"[""up""]",345.776,0,TRUE,0,1,NA,345.776,346.975,346.976,348.775,348.775,349.776,0,8,8,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.777,"[""right""]",352.312,1,FALSE,0,1,NA,352.312,353.511,353.512,355.311,355.311,356.312,0,9,9,6,1,"resources/F7Mch0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.314,"[""up""]",358.796,1,FALSE,0,1,NA,358.797,359.998,359.998,361.798,361.798,362.799,0,10,10,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.8,"[""down""]",365.669,1,FALSE,0,1,NA,365.669,366.867,366.869,368.668,368.668,369.669,0,11,11,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.671,"[""down""]",373.336,1,TRUE,1,1,NA,373.337,374.537,374.538,376.338,376.338,377.338,0,12,12,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.34,"[""left""]",379.889,1,FALSE,0,1,NA,379.89,381.091,381.091,382.89,382.89,383.891,0,13,13,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.893,"[""right""]",385.942,1,FALSE,0,1,NA,385.943,387.142,387.142,388.944,388.944,389.933,0,14,14,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.935,"[""right""]",392.247,1,FALSE,0,1,NA,392.248,393.447,393.448,395.246,395.246,396.248,0,15,15,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.877,"[""up""]",405.368,0,TRUE,0,2,NA,405.371,406.569,406.571,408.371,408.371,409.37,0,0,0,6,1,"resources/F7Mch0.png",1,396.253,402.869,"space",6.573,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.371,"[""down""]",411.439,0,TRUE,0,2,NA,411.44,412.639,412.639,414.44,414.44,415.44,0,1,1,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.442,"[""left""]",417.706,0,TRUE,0,2,NA,417.707,418.907,418.907,420.71,420.71,421.693,0,2,2,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.695,"[""right""]",423.66,1,TRUE,1,2,NA,423.662,424.861,424.862,426.662,426.662,427.663,0,3,3,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.665,"[""down""]",430.014,1,TRUE,1,2,NA,430.015,431.214,431.215,433.015,433.015,434.015,0,4,4,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.016,"[""up""]",436.334,0,TRUE,0,2,NA,436.335,437.534,437.535,439.335,439.335,440.334,0,5,5,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.336,"[""up""]",445.07,1,TRUE,1,2,NA,445.071,446.272,446.272,448.072,448.073,449.073,0,6,6,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.074,"[""left""]",451.491,1,FALSE,0,2,NA,451.492,452.691,452.692,454.492,454.492,455.493,0,7,7,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.494,"[""left""]",457.66,0,FALSE,1,2,NA,457.662,458.86,458.861,460.662,460.662,461.661,0,8,8,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.662,"[""down""]",464.297,0,FALSE,1,2,NA,464.298,465.498,465.498,467.298,467.298,468.299,0,9,9,15,1,"resources/F8Mdh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.3,"[""left""]",470.866,1,FALSE,0,2,NA,470.868,472.067,472.067,473.867,473.867,474.867,0,10,10,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.868,"[""up""]",477.152,0,FALSE,1,2,NA,477.154,478.354,478.354,480.153,480.153,481.155,0,11,11,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.157,"[""left""]",483.457,1,FALSE,0,2,NA,483.458,484.657,484.658,486.457,486.457,487.458,0,12,12,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.459,"[""up""]",489.659,1,FALSE,0,2,NA,489.66,490.859,490.86,492.66,492.66,493.661,0,13,13,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.662,"[""right""]",501.914,0,FALSE,1,2,NA,501.916,503.115,503.115,504.916,504.916,505.916,0,14,14,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.918,"[""up""]",507.902,0,FALSE,1,2,NA,507.902,509.101,509.102,510.903,510.903,511.904,0,15,15,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.263,"[""right""]",519.305,1,FALSE,0,3,NA,519.306,520.506,520.506,522.307,522.307,523.307,0,0,0,7,1,"resources/F7Mdh0.png",1,511.906,517.254,"space",5.312,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.308,"[""down""]",525.392,1,FALSE,0,3,NA,525.394,526.594,526.595,528.393,528.394,529.395,0,1,1,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.396,"[""left""]",531.678,1,FALSE,0,3,NA,531.678,532.879,532.879,534.679,534.679,535.68,0,2,2,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.681,"[""up""]",538.58,1,FALSE,0,3,NA,538.581,539.781,539.782,541.583,541.583,542.583,0,3,3,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.583,"[""down""]",544.601,1,FALSE,0,3,NA,544.604,545.802,545.803,547.603,547.603,548.603,0,4,4,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.605,"[""right""]",550.739,0,FALSE,1,3,NA,550.74,551.938,551.939,553.74,553.74,554.739,0,5,5,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.741,"[""left""]",556.523,0,FALSE,1,3,NA,556.523,557.724,557.724,559.524,559.524,560.526,0,6,6,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560.528,"[""left""]",562.609,0,FALSE,1,3,NA,562.611,563.812,563.813,565.612,565.612,566.611,0,7,7,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566.612,"[""down""]",568.528,1,FALSE,0,3,NA,568.528,569.729,569.73,571.53,571.53,572.53,0,8,8,6,1,"resources/F7Mch0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.531,"[""up""]",574.532,0,FALSE,1,3,NA,574.532,575.732,575.732,577.533,577.533,578.533,0,9,9,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.533,"[""right""]",580.601,0,FALSE,1,3,NA,580.601,581.801,581.801,583.603,583.603,584.603,0,10,10,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.604,"[""left""]",586.757,0,FALSE,1,3,NA,586.757,587.955,587.956,589.757,589.757,590.756,0,11,11,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.758,"[""left""]",593.04,0,FALSE,1,3,NA,593.041,594.241,594.241,596.042,596.043,597.042,0,12,12,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA
